docid	post_count	word_count	ere_status
bce15feeb1d7d74338ca44e52f94381d	5	998	in-queue
bd3cbdbcf942adb2146877ca2cd3c4c7	6	975	in-queue
bd43e108e31f5e816be28aa7e1bfdd75	4	613	rejected
bd44b9e6b717b2d298efc1dcc9a57158	2	630	in-queue
bd6b3cd32e75077bd7a35d2f7366a944	9	963	rejected
bd8fab8fdb4e61ac6417ef487475c6c2	4	962	rejected
bda013de8da76e3379e6b5e7c3ba89bc	5	781	2p-done
bda7b567006e03a6fd023a4feb2110f5	2	922	2p-done
bdf845edf9c46af06745e2fc7dda2bc7	3	994	rejected
be8792abc57847d9a19940579acf8373	5	956	2p-done
be93b77c36e28b461feb474eb30538ea	4	647	rejected
bef46eafa5a21135d2701b995c7b4cdd	4	707	rejected
befd64f883cb7cce0b4889f3dd25102c	2	927	rejected
bf25f017f34b5c8fd511b5a6fce4e35a	4	628	rejected
bf290786d4edf596c3e8deadc543e9e0	2	730	in-queue
bf44fffcd45f981150b64971f647a755	3	637	in-queue
bf7da151965a013c365ccb9774d245da	2	868	rejected
c01da6fdc49d21bca1038a9018adf50b	9	244	rejected
c0b2f890e6673374192d08b6671a50b9	11	923	in-queue
c19bab6800ac701a549bf22e72bdedb7	7	923	in-queue
c21cc2f2c01abc3e5c41504addfa7555	3	285	1p-in-progress
c243291e644af07ff24fe020bd8a9fe4	6	448	2p-done
c24941776a7db4e4674f02a622dbf4f0	2	794	rejected
c24b61733ee105d1c7ec588a371483f8	3	359	2p-done
c2d80daf06dcec65dcf448eed18cf7f7	3	962	in-queue
c2ddd91d261c55e20dba7e79b41fcaf2	4	708	in-queue
c2e9eef93841f4b23aa9233a39a853de	4	725	2p-done
c314314528f5f5548126cd0fa4c9f93e	4	670	rejected
c330d4564f13bf4dc22d5355d7b40bac	10	999	in-queue
c3ca436aa5bee1dcf24af5381afcdee7	3	828	rejected
c3cf8a3d035bfff9d8bafe5e3764e35c	9	915	in-queue
c40d5d68e4b092a65d543a7cbde0cda5	4	868	rejected
c417f02fe69020434c05ed1e530846ca	2	871	2p-done
c4621b8dc98b4d0caceebf68fe2fd309	2	642	rejected
c4b3bf4cd45c7188d84008090ab79803	4	996	in-queue
c4ca323772574ad20e70c37fdff921bc	3	586	rejected
c52614612caa08659d3d5304ac2b0efd	4	738	rejected
c572dc8353079a5ef9943ae298e4f5b0	5	942	2p-done
c5819feb39043633b0c08a6d39fd9ecf	3	808	rejected
c5b691f272767880399644901618dda1	7	812	rejected
c63a6872f50362cd304537149b3f0349	4	599	in-queue
c644dc13028f5a1320a9b845a501a5db	3	772	in-queue
c72b90f128027f5655f8c8364787a98d	6	955	rejected
c7809bde7f0ab146fe180f512b677ab0	6	930	rejected
c7b222b7f26c3254ae29660c19bc102b	6	944	in-queue
c7da4a466d37a7125cda7191ac96f379	4	961	in-queue
c880dc09beed7db18611c60806274439	2	177	2p-done
c8a3c2cb5fd0d3f04a53c992fede1e21	7	829	rejected
c8b759747f05ecee73b95c290cb6cd57	2	975	rejected
c8c77a4af16d7b95427206592b6db82b	5	132	rejected
c8e48bd425f41b9a4b14444d3270508f	2	472	rejected
c905904c7d7e6da7ccdf3d0cd281f792	5	777	2p-done
c939c9def87620440eacdd5561b8f77b	2	956	rejected
c94523270c5a504f24aa145a243652a5	2	900	in-queue
c95070cf1e5eae52ce3daa3dd6b25fc6	3	965	1p-done
c9962ee45d07339f7c89f849069f88ae	4	975	rejected
c99d9b67610015f664653659b79e7c71	5	955	in-queue
c9e445bdcd2ffb3af27a94c1e3f3fad9	3	987	rejected
ca1f4e3c1b8854d3dd351d7da8b47083	9	961	rejected
ca5bd3bdc5e54ae85c381a19a800a5c9	3	838	rejected
ca73f8a9fd3c9796e99286c1af01991a	11	944	rejected
ca816d2b1e2c17c42c712e7529b89d51	4	487	2p-done
caa815ef0d168f5f457ab4909286ec59	6	920	in-queue
caad3501fc303910fe1c0753cbb7dc5a	2	732	rejected
cab19d55b5df7a264f66504f9d0ec57a	3	990	rejected
caf7fb8e49d0cb21dd75286b1d6f0ce4	7	934	rejected
cb2a10852ebe35c6d1d38583a9177fc5	6	840	rejected
cb3ba61cdff849daa5a1d16b1d591cf9	2	462	2p-done
cba2f3ca935b47ebc0bc93f4601e94ee	4	784	rejected
cbaba03e73806120487b39b2c9737683	2	873	rejected
cbc82244345474d46bbdf1db010d5c28	8	949	in-queue
cbddb00f97f881eb65bf28d4d85e6f55	5	534	2p-done
cc4dbdb5ae1af8b21b6d867ab3291c82	2	155	rejected
cc5d0fe06b7fda044a63b2eadd08f85f	5	885	in-queue
ccb34809b41f01f8402bd8277431c1d1	3	907	1p-done
cce623324bcad65f580cd9b1cadf4f4f	2	477	rejected
cdad30df86858b2e83578330f29aad38	4	972	1p-done
cde80925523dda1386c556c20164b100	2	713	rejected
ce686c86fd5aaa4e80a61790a5d961c6	4	897	rejected
ce87bc2a6490e9a061ea53022ff3dd27	14	974	2p-done
ce9117a54a9cea5dd0942bc5fd42d069	4	495	rejected
ce9fcdea64a8782a18ffcacb233c53e9	4	720	rejected
ceb437c8733d0a79e52b8dd358363ff7	7	971	rejected
ced27917d53e9d5645fcaa99814e1a57	3	988	in-queue
cf89c3bf336cba0205c141e45cf6c6f8	7	950	rejected
cfb0f16ccc52d38edbd511faf23cdf0d	4	458	rejected
cfb8ddccde566323f3dfe3281e2d2203	4	787	rejected
cfd447b6a1b9bef44927de6b80a6aa9b	3	988	2p-done
cffa96044417d2f30374fd6942c78beb	7	807	in-queue
d017099cac1d8ec8a0bcdc5713efda44	4	506	in-queue
d0199ce40805deccd7c16c04012b779a	3	891	rejected
d044259e6a0f3f0073f912bea285074e	9	997	in-queue
d05a676275ff0acad5e91a65873da59f	4	662	1p-done
d09ae661137e7a26a7c607bb4ffb1257	3	925	in-queue
d0dee1a63da001fed35d90e2becf102a	3	922	1p-done
d0fd8142ec31ead1c132144f17fb1087	2	983	rejected
d112d468084019f40fabae8c43dcecbb	6	856	1p-done
d21dc2cb6e6435da7f9d9b0e5759e214	4	624	2p-done
d22dee9cacc3ac933f8bbb032de43721	9	958	rejected
d25fb1e02871b4bf7890146235c726ca	2	850	rejected
d2bd57344690c9364be84f0f636d0595	5	961	in-queue
d2c879a3f91f347627dba209c46de74e	2	420	rejected
d348df8201d77d5af3aefb5eebfd4227	5	656	in-queue
d35d0b30a4b74751d65c399495d8f258	4	953	in-queue
d3645317da5b0e0119c66b4b7194c853	7	913	in-queue
d39a84e1a756eecf9d33095411205f99	8	841	rejected
d3b118ffd4c871f20a4a9db7664a98f6	3	580	2p-done
d4143616bb4d8447c48582a190cbb778	4	963	rejected
d41aaf8948615d9e365f3c3a80881dbb	7	830	rejected
d4ba17c1ec1e7bccb9b5519768fba8e6	4	883	rejected
d4c3a2fa7ddc157d8f62cfccc3db5680	6	961	rejected
d51d3327c4eb576d801c51c08735d92f	2	544	rejected
d522e9670e5820a0b9da999437873f31	16	961	in-queue
d54f9cec8a6fdca8475f7598c4cbd5fd	11	818	in-queue
d56f74d8de7646c9063db063e24eccbf	3	977	rejected
d5816f0aecaa4483fd5cab711403610a	3	823	in-queue
d5f0463b81b077116654d69c165c098f	4	961	rejected
d60003cc6ca3d83485f04e791f6f87b1	2	906	rejected
d61168de5dd4f51d818a8ea4c515709e	3	880	in-queue
d639860ff677ab18d1092510310e58b0	5	919	in-queue
d67f3e3bbcc5ec58994bf39545dc6d3d	11	696	rejected
d6c8114fac539eb88f50314cae2ab1a0	5	968	rejected
d6dec61a455403d67076f1c652c4866c	24	587	rejected
d7325305485efd3cb8ce6caaf6037038	2	870	in-queue
d743bc02ac8bb020e582ee3f8444ad30	4	923	rejected
d8671bce1c9bf57a6e9df4c18fa5e235	3	683	in-queue
d86ff2d17c79921f87dcdd2769ee5dc3	6	935	in-queue
d8771cc6fe39f637e5b4ea257c029875	6	974	rejected
d8acc919316352362add63af699b0336	9	929	in-queue
d8c93ea293bdeaffd27b83d0a7207f26	4	909	rejected
d8ccea295ab719928dc9924f66d142a8	3	440	rejected
d909eafaa6df2a813941b066ad3d4f69	5	849	rejected
d925ce35784a6d1e476676b9e73bbeda	5	816	rejected
d939291b0834230f60bf12c36192da9d	2	460	in-queue
d94f1422ce80b9ad7aaee13b4597c420	5	871	in-queue
d98aa29990b10387f0a863b7639f67da	5	908	in-queue
da14c99af00a21e4b6a23b85e4be2902	6	569	rejected
da407c18d1f1ba354bfc488996111a6f	8	962	in-queue
da4439bc5a15dab33dc1603e834e5a6e	4	798	in-queue
daa3af896ce5a576ffa757e5bf905c23	8	948	in-queue
daab545b853be9e6fe425e3f71a5b060	3	886	rejected
db5b29b1b9c7f8c6f86be10866230dcf	3	984	rejected
db72e3b47d4b97a47966874615797a2e	6	936	in-queue
dc49f5f88624f65c2aa92867c6a52dc5	5	988	in-queue
dc8ac7658e24fbf7ec089483eaccec13	4	663	1p-in-progress
dc93be05123b7629f505b4ef415008af	9	935	rejected
dcb4a2dec72fc6f8be807cea5a4d3bf6	5	619	rejected
dcd76370c2d6d64db2025c5b967c36d4	2	316	rejected
dcdc9f4dc1535104c84e86c519e2b667	3	361	rejected
dcf055d004bb842e4f13339943b4890b	3	311	rejected
dcf40e31d54fa8aa7941f3f429bbc6d8	4	945	rejected
dd11a91dfb1e1602cdca3c54cfd5915b	8	995	rejected
dd47b0e6a436675186e5dd1f20ec94da	5	961	rejected
dd920e9ca4446a3c1e3a75890dc2c079	5	792	rejected
dd95cda1378068c96da58a564b6f99ec	2	479	rejected
dddf006661af18e411740a045d8b6c72	7	953	rejected
dded162245480dceffce4321e15214ed	6	879	in-queue
de0087dfad04ab054f1747ff8601a806	2	639	rejected
de29d50ee8d3d965b4c27e061bbc7abe	2	689	in-queue
de7ca3fee606ae730c0d0a71530caad9	2	549	rejected
dea1a605746bc803247f0eadd937cdab	2	901	in-queue
df01d456c1e2c61b047a7877eaba1ba0	9	944	rejected
dfb4f2d059e388cc9ad589ffb241a5b4	7	998	rejected
dfbbeb4f6b227f4b5f353afae07b9753	4	862	rejected
dfc8bce28a0a6bd79067f5c619bf5d3f	3	857	rejected
e01894e14eb53ed17ff20b9d2c474314	3	935	in-queue
e0546aa036898a1e9eb0237455f5e3a0	5	585	rejected
e0aeb1fe17a4e0caa9e8561f8ffb5e26	2	902	2p-done
e0b0e16f2ec53d6816e6a3872411edfe	7	908	in-queue
e0bdf832709b2eacbdea9e620e300c95	5	987	in-queue
e0e4a301da139b2dead924a06f406dc8	3	904	in-queue
e14551fca3a05bfd9b9e64c7158aaee9	5	933	rejected
e1493ae0dd3a11c885a8554911fa18e9	7	960	in-queue
e1747f2127be5eee4cb76f2a1d4bf2c7	6	904	2p-done
e1a5a3b73dfb83b3d9d9a14bb78b7818	8	975	rejected
e1b89f9fc2bfb2925e45491c146cdd66	5	995	rejected
e1db741f8e5bcdf46f69231d99c089e1	2	369	2p-done
e1e67a0be8885299f63b76fe3b94421d	3	959	2p-done
e215a8c415c28c01afb318c5a52a1754	2	660	1p-done
e22937ca38e83332e3e66bb9fee9d991	12	966	rejected
e2492bdca75a3e1a7124b15edf721cef	3	881	rejected
e2caf8135429b139fbcdeeb392d33e05	5	938	in-queue
e3d4a859384422d36ea1b615f89d672d	7	956	in-queue
e3e784a36c1f83d59d2ece07267cb2b7	5	898	rejected
e4088b48d747bbbe71c522f45951873b	2	195	in-queue
e42599417a19a9286a82d88abca05b36	3	771	1p-done
e4c5cb32e457689f2562883f6c73200e	5	822	in-queue
e4e1b2febaa9855497ef1a76476870bf	8	997	in-queue
e53255fc8cfa5191ae6ad62bde115b8b	2	971	in-queue
e54903384559942c9d5fcac47470830d	5	560	rejected
e59b009b0784378f3742ccd6d63bf916	3	811	2p-done
e6108e293e6cbf7c97684c3667749dd2	8	960	1p-done
e627d2ce92f0c1e1ab2a18df04a260c2	2	635	rejected
e67159a37fd3103b5fe8a37bd5c68ed6	5	676	rejected
e678ec5e14d3f03a8bbf55d8264d282e	12	944	rejected
e6c621b0b245f4ffe94e4a00fce00c33	2	450	rejected
e715207f4c49141f373d8b4e413acb94	4	951	rejected
e73f9b988cc678475e9525c8c6ba6ec1	5	976	2p-done
e74b30b340dd41f0d80ce544decac3a9	4	968	in-queue
e78bc332986018a84f078eb725954214	5	950	rejected
e7eb356eaa6f2a81cb038593dd2a739f	3	675	rejected
e856b940e4feaa83b018568f714e5fd0	4	966	2p-done
e8872cd7fc664a5207c4c0a1f7432bd0	5	523	rejected
e8dd6f09fb8064feb26f9b4d226e63f2	4	884	rejected
e8fe4c84c98fb62d404bb6fb713fbf6b	5	802	rejected
e8ffffd956eccfd7faba3b0092938d59	15	929	in-queue
e98314b4a003057a28fc6d8006e5d8c6	9	817	rejected
e98e249f9259fce4768785f846808940	5	954	in-queue
ea58fd4d44de542f3ef68046fff0cf9c	4	855	rejected
ea5f531cf8fc9ab94ad5ba777e44b4fa	4	565	in-queue
ea739406be6b7e1d7239cae180090179	2	726	rejected
ea8c959e6bd7c6ca63ed95ca0016ea17	6	877	rejected
ea99a896c2aa71a0b721522087415b74	3	500	rejected
ead2c3b5b81ba501827fae546b3a05b4	4	707	rejected
eaf3ae45ed578b59b5c64df37b3dc2ce	3	940	rejected
eb02788eb1130f1440bbc72cf7864641	4	734	in-queue
eb49631308eff96457fd3c5bfbe49065	2	999	rejected
eb61409fe2739528385a2632b58933bb	6	859	in-queue
ebaa23abbc4e0f093a37beb122d77b1c	4	862	rejected
ec26a382d454af3fedf2b77c5b00de9e	3	953	rejected
ec29ffe8fef56a4823f9697834b6ef1e	2	499	2p-done
ec860c30e888f123e88ca273b1bbdc70	4	920	in-queue
ecb76520b2f00fc2e34550d60c26c79a	5	794	rejected
ecb7e618a4feff91f8db76ae51dd7d3e	2	817	2p-done
ecd7848ee21cc6dc7e63eebd97151c03	2	615	in-queue
ecfc01bbae7cae907f4aa99faf2a0cb9	2	756	rejected
ed4d11401245ff6c754015e9cca190ed	4	169	rejected
eda6a492705cca0174ab265d74a1c732	3	788	in-queue
eea83e1c5630336e11b75b26b473b3d6	3	725	in-queue
ef5ed891915f932f12106b8c1bf25c56	11	885	rejected
ef777b4f5afcc737e870eb42fcb0ce7b	4	266	2p-done
efe9ae9e096bb64ca5a9da9b34f12d74	2	866	rejected
f00a01a348f88429f454c0a0065de77e	4	996	rejected
f05b63b338edcb0255ffb9e4ebc11601	4	998	rejected
f08f5aa6e4a11460611cb80da6a69625	29	941	rejected
f0eebeb0bb8e884ad5d80a9a5072d50f	4	903	in-queue
f129a833ae568c68def36cd50810bf8d	2	645	rejected
f12b500b13a10bbf5e4a02824d77423d	2	611	rejected
f13d62cd8dede98934bc81ebfb244ff4	5	830	in-queue
f1950ffec1e6628ef973b425b5327218	2	513	rejected
f197e97228d66e506c96f55150ad5f5f	2	562	1p-done
f1a5a04731fbfaec5c0c630954625025	5	748	rejected
f1c41b61746035c01c0a3e0aecb98eda	6	907	2p-done
f1e93a4f681b33e7870eb97541a6ed3c	6	915	rejected
f2923a3938b032195bec36b1a78559bb	2	568	2p-done
f301d638028e4a787b24b70f6c0ef869	4	802	rejected
f309af15fa8f37ade34fcf333d7c9a86	2	880	rejected
f32b69c71b3edbe5606962d5dbf05aab	4	940	in-queue
f33d011d19f80aa6383176525474b1f1	3	967	in-queue
f343724e87b10c38095c124464aafcfa	6	934	rejected
f3668cbae74a89103917b8629ea3e811	4	978	rejected
f38d6a391b2f86caae8d5e7e62fc83b3	10	864	2p-done
f3ac3cce61f79fce9c57326ee1581756	3	461	rejected
f413e1e19251a1dc60f292b3873c1b58	7	1000	in-queue
f42ee3f6a863b797aec05a936733965c	6	951	1p-done
f4368fdd9754137be0a46c02d2b8e2a5	2	910	in-queue
f44cd3abe326cb225ac8b6883a00796d	12	974	rejected
f4609af2f8aa3aeaabb3a152ed05de82	2	567	rejected
f4679892a2f17c7bb68e238e4b0937d6	4	750	rejected
f4714b25ea994c9ce378d706c1c2af91	5	832	in-queue
f4a7057ca1666181fad67640badab45f	2	874	2p-done
f4b1612f2a164d892c5822be91b3c228	8	1000	in-queue
f561d2556fd4083b1e391b1de52c7c6a	9	984	rejected
f578f2231ae2f900eb99eef8d8f1e7e8	5	982	in-queue
f5bcc5a887d6129f57105d12ffe77281	8	904	in-queue
f6161214837d0a38f12fd4a25a560c59	3	868	rejected
f6225ffa7a7d0b74b80385dea0d79bc3	3	850	rejected
f674b8cbb193d3cc0aeda35dfdabe47d	2	658	rejected
f67db09d5fe7c48ad0186043156ea446	4	927	in-queue
f6e4503cbf093b7525c46f2554e869ac	4	942	in-queue
f7268a7bfbcacff0c469a1a415b69e09	2	808	rejected
f72a4457663cdce5be75a63b4d0a8639	2	728	in-queue
f7366359ce8e0ad109eaced6d12fcbba	3	668	in-queue
f73d04853716353abdb20a3fef897c9a	7	790	rejected
f77a7d5d379130add9c960e9c2cf402a	2	824	rejected
f78dfe6b109a2f6d27f02f1e43748aba	4	765	rejected
f79bf0e9c2ea7600352ff00e39e66cfb	2	193	rejected
f7aab17011d8407d7451dac702a11374	2	378	rejected
f7bfa438e28cd043d8d73d54c17d0c46	5	677	rejected
f7f98d4c229283aa7c4fdafdce803af8	3	712	in-queue
f8109e343e11c00aeb333474472f8288	3	955	rejected
f84e0dc57a84573bb1667a456a614059	7	525	rejected
f8558cb9e620faa23bb00c248985f509	4	985	rejected
f8d3f7ce034d7faa3ebcde822678d1f5	2	187	rejected
f8dab01a60ad961954eeb42a2df723c8	4	415	rejected
f8ed8b129ce468f2d48891a65120853e	3	791	in-queue
f8f990f99430bc8f9b8697ab4bd8df69	5	729	rejected
f9309f1fe56fde44f03bd389c8284fb6	4	711	rejected
f9a098af22fa620e8c16c46741ea09a8	7	593	2p-done
f9b48837e8b038a9fd18dceb884496f7	8	874	in-queue
f9fb1e5d3f538a01821c5661cdbd0226	3	523	rejected
fa5c5bad564b14f6be8f08403b4e5ff8	4	901	in-queue
fa70d818c8b5b6d3dd3082b642c77393	4	444	rejected
fa828f2e2f941b9dd01a252227b24b3f	19	938	rejected
fa903dcd990e0da2a274c2709dffdb9d	4	761	in-queue
fad505fef404fc1cecd25c9f79440df6	5	767	rejected
fc6ece1891d15fdadf17cc917f018830	3	642	1p-done
fcaf0a22ae269ef02902560b695b6382	4	709	rejected
fcc9df95c61e252411e79edac2bfaa3a	7	827	rejected
fceeff791c344877e1306c2f8aa3fbd5	5	929	in-queue
fd234c263ae0b30fdba25ea722f98906	9	998	rejected
fd2d9b5cdf819a332c7e86a75894d6fd	3	963	rejected
fd41006dac02afa8048154823581e091	2	469	rejected
fd578caced19951c658c6a23731117c1	3	832	1p-in-progress
fd808074b0b0aee3ac070ce989456a23	5	537	rejected
fdba2562e75474490c95f02381d56b23	6	960	in-queue
fe27166393e11d3a5ac1c5e2ed6366db	2	260	in-queue
fe4986bf75ad327a7e07f939d38f5e65	5	860	rejected
fe6884f8622f88d7bd5097570c0e2130	2	534	rejected
fe6e9cb0ec0c4ee5f863fca4b371c274	2	737	2p-done
feae96fa5e6b16eba086c16f91bed21a	9	987	in-queue
fed5771abbdec343f93a47aea2c06b26	2	874	in-queue
ff19b7334299ef2013ed9012f58650ef	4	448	rejected
ff2ae3fed1818daa355b24d321d706fc	7	990	rejected
ff60c278a71fb5e7b851b4177ab8771a	2	727	rejected
ffad15078079300c2f6a86e5babb92a7	8	855	in-queue
